timestamp,traffic
2016-07-23 17:16:46,431756
2016-07-23 17:16:51,431784
2016-07-23 17:16:56,456135
2016-07-23 17:17:01,490682
2016-07-23 17:17:06,510200

V1.2 20M
V1.3 30M
